CHEMICAL_ID_NUMBER,STRIPPED_CHEMICAL_ID_NUMBER,Nat_Agg_PPV_2015,Nat_Agg_PPV_2014,Nat_Agg_PPV_2013,Nat_Agg_PPV_2012
151006-59-6,151006596,"25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
151006-60-9,151006609,"< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
151006-61-0,151006610,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","< 25,000 lb","500,000 - 1,000,000 lb"
151006-62-1,151006621,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
151-05-3,151053,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
151-10-0,151100,"25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
151-13-3,151133,Withheld,Withheld,Withheld,Withheld
15114-15-5,15114155,"< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
151-21-3,151213,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
151236,151236,Withheld,Withheld,Withheld,Withheld
15123-80-5,15123805,Withheld,Withheld,Withheld,Withheld
151270,151270,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
151-50-8,151508,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
151552-14-6,151552146,Withheld,Withheld,"< 25,000 lb","< 25,000 lb"
1515-72-6,1515726,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
151576,151576,Withheld,Withheld,Withheld,Withheld
151661-99-3,151661993,Withheld,Withheld,Withheld,Withheld
151789-06-9,151789069,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
151789-07-0,151789070,Withheld,Withheld,Withheld,Withheld
151789-08-1,151789081,Withheld,Withheld,Withheld,Withheld
151789-09-2,151789092,Withheld,Withheld,Withheld,Withheld
151789-10-5,151789105,Withheld,Withheld,Withheld,Withheld
151841-65-5,151841655,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
151872,151872,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
151911-51-2,151911512,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
151911-63-6,151911636,Withheld,Withheld,Withheld,Withheld
151911-66-9,151911669,Withheld,Withheld,Withheld,Withheld
15206-55-0,15206550,Withheld,Withheld,Withheld,Withheld
15214-89-8,15214898,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
15217-42-2,15217422,Withheld,Withheld,Withheld,Withheld
15242-96-3,15242963,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
15245-12-2,15245122,Withheld,Withheld,Withheld,Withheld
15245-44-0,15245440,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
152499,152499,Withheld,Withheld,Withheld,Withheld
152699-00-8,152699008,Withheld,Withheld,Withheld,Withheld
152827-98-0,152827980,Withheld,Withheld,Withheld,Withheld
15284-51-2,15284512,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1528-49-0,1528490,Withheld,Withheld,Withheld,Withheld
15290-77-4,15290774,Withheld,Withheld,Withheld,Withheld
1530-48-9,1530489,Withheld,Withheld,Withheld,Withheld
153094,153094,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
153232,153232,Withheld,"25,000 - 100,000 lb","< 25,000 lb","25,000 - 100,000 lb"
153312,153312,Withheld,Withheld,Withheld,Withheld
153345,153345,Withheld,Withheld,Withheld,Withheld
1533-45-5,1533455,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15337-18-5,15337185,Withheld,Withheld,Withheld,Withheld
153458,153458,Withheld,Withheld,Withheld,Withheld
153519-44-9,153519449,Withheld,Withheld,Withheld,Withheld
15365-14-7,15365147,"< 25,000 lb",Withheld,Withheld,Withheld
15375-84-5,15375845,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
153925,153925,Withheld,Withheld,Withheld,Withheld
15396-00-6,15396006,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15404-00-9,15404009,Withheld,Withheld,Withheld,Withheld
154042,154042,Withheld,Withheld,Withheld,Withheld
154188,154188,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
154279-60-4,154279604,Withheld,Withheld,Withheld,Withheld
15432-85-6,15432856,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
154518-41-9,154518419,Withheld,Withheld,Withheld,Withheld
15467-06-8,15467068,Withheld,Withheld,Withheld,Withheld
154688,154688,Withheld,Withheld,Withheld,Withheld
15471-17-7,15471177,Withheld,Withheld,Withheld,"25,000 - 100,000 lb"
154724,154724,"< 25,000 lb",Withheld,Withheld,Withheld
1547-26-8,1547268,Withheld,Withheld,Withheld,Withheld
154730-82-2,154730822,Withheld,Withheld,Withheld,Withheld
154825-62-4,154825624,Withheld,Withheld,Withheld,Withheld
154862-43-8,154862438,"1,000,000 - 10,000,000 lb","100,000,000 - 250,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
154946-66-4,154946664,Withheld,Withheld,Withheld,Withheld
155-04-4,155044,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
15520-05-5,15520055,Withheld,Withheld,Withheld,Withheld
15520-10-2,15520102,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
15520-11-3,15520113,Withheld,Withheld,Withheld,Withheld
15535-79-2,15535792,Withheld,Withheld,Withheld,Withheld
15541-60-3,15541603,Withheld,Withheld,Withheld,Withheld
15545-97-8,15545978,Withheld,Withheld,Withheld,Withheld
15546-11-9,15546119,"< 25,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15546-16-4,15546164,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
155498,155498,Withheld,Withheld,Withheld,Withheld
1555-53-9,1555539,Withheld,Withheld,Withheld,Withheld
1555-58-4,1555584,Withheld,Withheld,Withheld,Withheld
15571-58-1,15571581,Withheld,Withheld,Withheld,Withheld
1558-33-4,1558334,Withheld,Withheld,Withheld,Withheld
1559-34-8,1559348,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
1559-35-9,1559359,Withheld,Withheld,Withheld,Withheld
1559-36-0,1559360,Withheld,Withheld,Withheld,Withheld
1559-37-1,1559371,Withheld,Withheld,Withheld,Withheld
156015,156015,Withheld,Withheld,Withheld,Withheld
1560-69-6,1560696,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
156105-29-2,156105292,Withheld,Withheld,Withheld,Withheld
1561-92-8,1561928,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15619-48-4,15619484,Withheld,Withheld,Withheld,Withheld
1562-00-1,1562001,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
15625-89-5,15625895,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
15630-89-4,15630894,"250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
1563-66-2,1563662,"< 25,000 lb","< 25,000 lb","< 25,000 lb","500,000 - 1,000,000 lb"
15646-96-5,15646965,Withheld,Withheld,Withheld,Withheld
15647-08-2,15647082,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
156-54-7,156547,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
1565-94-2,1565942,Withheld,Withheld,Withheld,Withheld
15659-56-0,15659560,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
156-60-5,156605,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
156-62-7,156627,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
156653-67-7,156653677,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
15666-28-1,15666281,Withheld,Withheld,Withheld,Withheld
15666-29-2,15666292,Withheld,Withheld,Withheld,Withheld
15667-10-4,15667104,Withheld,Withheld,Withheld,Withheld
15667-84-2,15667842,Withheld,Withheld,Withheld,Withheld
156-87-6,156876,Withheld,Withheld,Withheld,Withheld
1568954-90-4,1568954904,Withheld,Withheld,Withheld,Withheld
1569-01-3,1569013,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
1569-02-4,1569024,Withheld,Withheld,Withheld,Withheld
15708-41-5,15708415,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
15708-48-2,15708482,Withheld,Withheld,Withheld,Withheld
1571-08-0,1571080,Withheld,Withheld,Withheld,Withheld
157143,157143,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
15721-78-5,15721785,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
157223,157223,Withheld,Withheld,Withheld,Withheld
1572-55-0,1572550,Withheld,Withheld,Withheld,Withheld
15739-80-7,15739807,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
157585,157585,"100,000 - 500,000 lb","100,000 - 500,000 lb","< 25,000 lb","25,000 - 100,000 lb"
15760-18-6,15760186,Withheld,Withheld,Withheld,Withheld
157627-86-6,157627866,Withheld,Withheld,Withheld,Withheld
1576-35-8,1576358,"100,000 - 500,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
1577-03-3,1577033,Withheld,Withheld,Withheld,Withheld
15782-05-5,15782055,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
15782-06-6,15782066,Withheld,Withheld,Withheld,Withheld
15785-09-8,15785098,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
15790-07-5,15790075,Withheld,Withheld,Withheld,Withheld
157905-74-3,157905743,"50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
15793-73-4,15793734,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1581740-29-5,1581740295,Withheld,Withheld,Withheld,Withheld
15823-43-5,15823435,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15827-60-8,15827608,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
158282,158282,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
15834-04-5,15834045,Withheld,Withheld,Withheld,Withheld
15834-05-6,15834056,"< 25,000 lb",Withheld,"< 25,000 lb",Withheld
158522,158522,Withheld,Withheld,Withheld,Withheld
158566,158566,Withheld,Withheld,Withheld,Withheld
1586-92-1,1586921,Withheld,Withheld,Withheld,Withheld
158706-62-8,158706628,Withheld,Withheld,Withheld,Withheld
158715,158715,Withheld,Withheld,Withheld,Withheld
15874-48-3,15874483,Withheld,Withheld,Withheld,Withheld
15875-13-5,15875135,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
15879-01-3,15879013,Withheld,Withheld,Withheld,Withheld
15890-25-2,15890252,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
1589-47-5,1589475,"100,000 - 500,000 lb","100,000 - 500,000 lb","< 25,000 lb","< 25,000 lb"
15901-40-3,15901403,Withheld,Withheld,Withheld,Withheld
1590-87-0,1590870,Withheld,Withheld,Withheld,Withheld
1591782-62-5,1591782625,Withheld,Withheld,Withheld,Withheld
1592-23-0,1592230,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
15930-66-2,15930662,Withheld,Withheld,Withheld,Withheld
159310,159310,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
15956-58-8,15956588,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15968-01-1,15968011,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
15991-76-1,15991761,Withheld,Withheld,Withheld,Withheld
159923,159923,Withheld,Withheld,Withheld,Withheld
1599-67-3,1599673,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","< 25,000 lb"
16025,16025,Withheld,Withheld,Withheld,Withheld
16040-69-0,16040690,"100,000 - 500,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
160431,160431,Withheld,Withheld,Withheld,Withheld
16052-40-7,16052407,"100,000 - 500,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
160602,160602,"1,000,000 - 10,000,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
160611-49-4,160611494,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
16068-37-4,16068374,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
16068-46-5,16068465,Withheld,Withheld,Withheld,Withheld
1606-85-5,1606855,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
160738-92-1,160738921,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
16090-02-1,16090021,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
16090-14-5,16090145,Withheld,Withheld,Withheld,Withheld
16096-31-4,16096314,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
16106-44-8,16106448,Withheld,Withheld,Withheld,Withheld
161074-93-7,161074937,"25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
16111-27-6,16111276,"25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
16111-62-9,16111629,Withheld,Withheld,Withheld,Withheld
161296,161296,Withheld,Withheld,Withheld,Withheld
161887,161887,Withheld,Withheld,Withheld,Withheld
162030-42-4,162030424,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
16215-21-7,16215217,"25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
16219-75-3,16219753,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
162201-45-8,162201458,Withheld,Withheld,Withheld,Withheld
16228-00-5,16228005,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1623-05-8,1623058,Withheld,Withheld,Withheld,Withheld
1623-15-0,1623150,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1623456-05-2,1623456052,Withheld,Withheld,"< 25,000 lb","< 25,000 lb"
1624-02-8,1624028,Withheld,Withheld,Withheld,Withheld
162482,162482,Withheld,Withheld,Withheld,Withheld
16251-77-7,16251777,Withheld,Withheld,Withheld,Withheld
16260-09-6,16260096,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
162700,162700,"< 25,000 lb",Withheld,Withheld,Withheld
1628-11-1,1628111,Withheld,Withheld,Withheld,Withheld
162881-26-7,162881267,Withheld,Withheld,Withheld,Withheld
162891,162891,Withheld,Withheld,Withheld,Withheld
16291-96-6,16291966,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
163119-16-2,163119162,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb"
163206-24-4,163206244,Withheld,Withheld,Withheld,Withheld
1632-73-1,1632731,Withheld,Withheld,Withheld,Withheld
163292-61-3,163292613,Withheld,Withheld,Withheld,Withheld
1633-05-2,1633052,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
163350,163350,Withheld,Withheld,Withheld,Withheld
1633-83-6,1633836,Withheld,Withheld,Withheld,Withheld
1634-02-2,1634022,Withheld,Withheld,Withheld,Withheld
1634-04-4,1634044,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
163436-84-8,163436848,Withheld,Withheld,Withheld,Withheld
163440-95-7,163440957,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
163474,163474,Withheld,Withheld,Withheld,Withheld
163520-33-0,163520330,Withheld,Withheld,Withheld,Withheld
163587,163587,"100,000 - 500,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
16368-97-1,16368971,Withheld,Withheld,Withheld,Withheld
163702-05-4,163702054,Withheld,Withheld,Withheld,Withheld
163702-06-5,163702065,Withheld,Withheld,Withheld,Withheld
163702-07-6,163702076,Withheld,Withheld,Withheld,Withheld
163702-08-7,163702087,Withheld,Withheld,Withheld,Withheld
163714,163714,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
163802-53-7,163802537,Withheld,Withheld,Withheld,Withheld
16389-88-1,16389881,"10,000,000 - 50,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","100,000,000 - 250,000,000 lb"
1639131-79-5,1639131795,"100,000 - 500,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
163961-32-8,163961328,Withheld,Withheld,Withheld,Withheld
16403-84-2,16403842,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
16409-43-1,16409431,Withheld,"< 25,000 lb","< 25,000 lb","< 25,000 lb"
164126,164126,Withheld,Withheld,Withheld,Withheld
16415-12-6,16415126,Withheld,Withheld,Withheld,Withheld
16423-68-0,16423680,Withheld,Withheld,Withheld,Withheld
164250-88-8,164250888,Withheld,Withheld,Withheld,Withheld
1643-19-2,1643192,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1643-20-5,1643205,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
164383-18-0,164383180,Withheld,"25,000 - 100,000 lb",Withheld,"< 25,000 lb"
164383-22-6,164383226,Withheld,Withheld,Withheld,Withheld
164400,164400,Withheld,Withheld,Withheld,Withheld
164462-16-2,164462162,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
16455-61-1,16455611,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
16470-24-9,16470249,"50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
16499-88-0,16499880,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
165101-57-5,165101575,Withheld,Withheld,Withheld,Withheld
16529-56-9,16529569,Withheld,Withheld,Withheld,Withheld
165312,165312,Withheld,Withheld,Withheld,Withheld
1653-19-6,1653196,Withheld,Withheld,Withheld,Withheld
165445-22-7,165445227,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
165445-23-8,165445238,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
165469,165469,"25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1655-29-4,1655294,Withheld,Withheld,Withheld,"100,000 - 500,000 lb"
16589-43-8,16589438,"< 25,000 lb","< 25,000 lb","< 25,000 lb","100,000 - 500,000 lb"
165969,165969,Withheld,Withheld,Withheld,Withheld
1660130-98-2,1660130982,Withheld,Withheld,Withheld,Withheld
1660-95-3,1660953,Withheld,Withheld,Withheld,Withheld
16611-68-0,16611680,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
166255-23-8,166255238,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1663-39-4,1663394,Withheld,Withheld,Withheld,Withheld
166611,166611,Withheld,Withheld,Withheld,Withheld
166677,166677,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
16669-27-5,16669275,Withheld,Withheld,Withheld,Withheld
16669-59-3,16669593,"100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
166736-08-9,166736089,Withheld,Withheld,Withheld,Withheld
1668-53-7,1668537,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
1668-54-8,1668548,Withheld,Withheld,Withheld,Withheld
16691-43-3,16691433,Withheld,Withheld,Withheld,Withheld
167004-78-6,167004786,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
167078-06-0,167078060,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
1671066-25-3,1671066253,"1,000,000 - 10,000,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
16712-64-4,16712644,Withheld,Withheld,Withheld,Withheld
167208-84-6,167208846,Withheld,"< 25,000 lb","< 25,000 lb",Withheld
16721-80-5,16721805,"30,000,000,000 - 40,000,000,000 lb","30,000,000,000 - 40,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb"
16728-49-7,16728497,Withheld,Withheld,Withheld,Withheld
16728-51-1,16728511,Withheld,Withheld,Withheld,Withheld
16731-55-8,16731558,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
