CAS NUMBER,CATEGORY CODE,CATEGORY NAME,CHEMICAL NAME,CHEMICAL TYPE,SOURCE
7789-09-5,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Ammonium dichromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
10294-40-3,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Barium chromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
1344-38-3,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),C.I. Pigment Orange 21,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
13765-19-0,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Calcium monochromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
14986-48-2,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium(6+) hexachloride,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
1333-82-0,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium trioxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
14977-61-8,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromyl chloride,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7758-97-6,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Lead(II) chromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
12656-85-8,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),C.I. Pigment Red 104,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7789-00-6,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Potassium chromate(VI),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7778-50-9,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Potassium dichromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7775-11-3,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Sodium chromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
10588-01-9,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Sodium dichromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7789-06-2,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Strontium chromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
13530-65-9,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),"Chromic acid (H2CrO4), zinc salt (1:1)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
11103-86-9,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Zinc potassium chromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
13007-92-6,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium carbonyl,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
24613-89-6,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium chromate (Cr2(CrO4)3),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
10049-05-5,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium(2+) dichloride,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
12018-01-8,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium oxide (CrO2),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
71-48-7,N096,COBALT COMPOUNDS,Cobalt(II) acetate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
6147-53-1,N096,COBALT COMPOUNDS,Cobalt(II) acetate tetrahydrate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
917-69-1,N096,COBALT COMPOUNDS,Cobaltic acetate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
513-79-1,N096,COBALT COMPOUNDS,Cobalt(II) carbonate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
10210-68-1,N096,COBALT COMPOUNDS,Dicobalt octacarbonyl,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
7646-79-9,N096,COBALT COMPOUNDS,Cobalt chloride,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
21041-93-0,N096,COBALT COMPOUNDS,Cobalt hydroxide (Co(OH)?2),Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
61789-51-3,N096,COBALT COMPOUNDS,Cobalt naphthenates,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
10141-05-6,N096,COBALT COMPOUNDS,Cobalt(II) nitrate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
10026-22-9,N096,COBALT COMPOUNDS,Cobalt nitrate hexahydrate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
1307-96-6,N096,COBALT COMPOUNDS,Cobalt(II) oxide,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
1308-04-9,N096,COBALT COMPOUNDS,Cobalt oxide (Co2O3),Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
1308-06-1,N096,COBALT COMPOUNDS,Cobalt oxide (Co3O4),Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
10124-43-3,N096,COBALT COMPOUNDS,Cobalt sulfate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
10026-24-1,N096,COBALT COMPOUNDS,Cobalt sulfate heptahydrate,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
1317-42-6,N096,COBALT COMPOUNDS,Cobalt monosulfide,Inorganic,https://www.who.int/ipcs/publications/cicad/cicad69%20.pdf
12276-01-6,N100,COPPER COMPOUNDS,"EDTA, copper salt",Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
20543-04-8,N101,COPPER COMPOUNDS,"Octanoic acid, copper salt",Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
10380-28-6,N102,COPPER COMPOUNDS,Copper-8-hydroxyquinoline (1:2),Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
10402-16-1,N103,COPPER COMPOUNDS,"9-Octadecenoic acid (9Z)-, copper salt",Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
814-91-5,N104,COPPER COMPOUNDS,Copper(II) oxalate,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
814-91-5,N105,COPPER COMPOUNDS,Copper(II) oxalate,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
50376-91-5,N106,COPPER COMPOUNDS,Copper etidronic acid complex,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
14215-52-2,N107,COPPER COMPOUNDS,Copper ethanolamine complex,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
13426-91-0,N108,COPPER COMPOUNDS,Copper ethylene diamine complex,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
82027-59-6,N109,COPPER COMPOUNDS,Cupric triethanolamine,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
1184-64-1,N110,COPPER COMPOUNDS,Copper(II) carbonate,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
33113-08-5,N111,COPPER COMPOUNDS,Copper ammonium carbonate,Organic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
1332-40-7,N112,COPPER COMPOUNDS,Basic copper chloride,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
10125-13-0,N113,COPPER COMPOUNDS,Cupric chloride dihydrate,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
1332-65-6,N114,COPPER COMPOUNDS,Copper oxychloride,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
8012-69-9,N115,COPPER COMPOUNDS,Copper oxychloride sulfate,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
1317-39-1,N116,COPPER COMPOUNDS,Cuprous oxide,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
12168-20-6,N117,COPPER COMPOUNDS,Copper iron hydroxide sulfate,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
7758-99-8,N118,COPPER COMPOUNDS,"Copper(II) sulfate, pentahydrate",Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
16828-95-8,N119,COPPER COMPOUNDS,"Copper(II), tetraamine-",Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
20427-59-2,N120,COPPER COMPOUNDS,Copper(II) hydroxide,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
3251-23-8,N121,COPPER COMPOUNDS,Copper nitrate,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
1317-38-0,N122,COPPER COMPOUNDS,Cupric oxide,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
7758-98-7,N123,COPPER COMPOUNDS,Copper sulfate,Inorganic,https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_G-26_1-Jul-06.pdf
12108-13-3,N450,MANGANESE COMPOUNDS,(Methylcyclopentadienyl)tricarbonylmanganese,Organic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
598-62-9,N450,MANGANESE COMPOUNDS,Manganese carbonate (1:1),Inorganic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
638-38-0,N450,MANGANESE COMPOUNDS,Manganese(II) acetate,Organic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
12427-38-2,N450,MANGANESE COMPOUNDS,Maneb,Organic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
1344-43-0,N450,MANGANESE COMPOUNDS,Manganese(II) oxide,Inorganic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
7785-87-7,N450,MANGANESE COMPOUNDS,Manganese sulfate (1:1),Inorganic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
7782-64-1,N450,MANGANESE COMPOUNDS,Manganese fluoride (MnF2),Inorganic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
12228-91-0,N450,MANGANESE COMPOUNDS,Tetraboron manganese heptaoxide,Inorganic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
1320-46-3,N450,MANGANESE COMPOUNDS,"Manganese(2+) 1,5-dihydroxypentan-3-yl phosphate 2,3-dihydroxypropyl phosphate (2/1/1)",Organic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
10377-66-9,N450,MANGANESE COMPOUNDS,"Nitric acid, manganese(2+) salt (2:1)",Inorganic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
1313-13-9,N450,MANGANESE COMPOUNDS,Manganese dioxide,Organic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
7722-64-7,N450,MANGANESE COMPOUNDS,Potassium permanganate,Organic,https://www.epa.gov/sites/production/files/2014-09/documents/support_cc1_magnese_healtheffects_0.pdf
12054-48-7,N495,NICKEL COMPOUNDS,Nickel hydroxide (Ni(OH)2),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
1313-99-1,N495,NICKEL COMPOUNDS,Nickel (II) oxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
1314-06-3,N495,NICKEL COMPOUNDS,Nickel oxide (Ni2O3),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
16812-54-7,N495,NICKEL COMPOUNDS,Nickel sulfide (NiS),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12035-72-2,N495,NICKEL COMPOUNDS,Nickel subsulfide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
3333-67-3,N495,NICKEL COMPOUNDS,Nickel carbonate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12607-70-4,N495,NICKEL COMPOUNDS,Nickel carbonate hydroxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
373-02-4,N495,NICKEL COMPOUNDS,Nickel(II) acetate,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
6018-89-9,N495,NICKEL COMPOUNDS,Nickel diacetate tetrahydrate,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
15699-18-0,N495,NICKEL COMPOUNDS,"Sulfuric acid, ammonium nickel(2+) salt (2:2:1)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
25749-08-0,N495,NICKEL COMPOUNDS,"Ammonium nickel sulfate ((NH4)2Ni2(SO4)3) (6CI,7CI)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
51287-85-5,N495,NICKEL COMPOUNDS,Nickel(2+) sulfate--sulfuric acid--ammonia--water (1/1/1/2/6),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
7718-54-9,N495,NICKEL COMPOUNDS,Nickel(II) chloride,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
7791-20-0,N495,NICKEL COMPOUNDS,Nickel(II) chloride hexahydrate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
13478-00-7,N495,NICKEL COMPOUNDS,Nickel nitrate hexahydrate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
7786-81-4,N495,NICKEL COMPOUNDS,Nickel sulfate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
10101-97-0,N495,NICKEL COMPOUNDS,Nickel(II) sulfate hexahydrate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
10101-98-1,N495,NICKEL COMPOUNDS,Nickel(II) sulfate heptahydrate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
13463-39-3,N495,NICKEL COMPOUNDS,Nickel carbonyl,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12035-52-8,N495,NICKEL COMPOUNDS,"Antimony, compdound with nickel (1:1)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
73482-18-5,N495,NICKEL COMPOUNDS,Nickel monoantimonide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12125-61-0,N495,NICKEL COMPOUNDS,Breithauptite,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
27016-75-7,N495,NICKEL COMPOUNDS,Nickel arsenide (NiAs),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
1314-05-2,N495,NICKEL COMPOUNDS,Nickel selenide (Ni-Se),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12201-85-3,N495,NICKEL COMPOUNDS,Makinenite,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12142-88-0,N495,NICKEL COMPOUNDS,Nickel telluride (NiTe),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
24270-51-7,N495,NICKEL COMPOUNDS,Imgreite,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
12035-39-1,N495,NICKEL COMPOUNDS,Nickel titanium oxide (NiTiO3),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
71631-15-7,N495,NICKEL COMPOUNDS,C.I. Pigment Black 30,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
68187-10-0,N495,NICKEL COMPOUNDS,C.I. Pigment Brown 34,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
1271-28-9,N495,NICKEL COMPOUNDS,Nickelocene,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519249/
27774-13-6,N770,VANADIUM COMPOUNDS,Vanadyl sulfate,Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
13718-26-8,N770,VANADIUM COMPOUNDS,Sodium vanadate,Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
13721-39-6,N770,VANADIUM COMPOUNDS,Sodium orthovanadate,Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
7803-55-6,N770,VANADIUM COMPOUNDS,Ammonium trioxovanadate,Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
10580-52-6,N770,VANADIUM COMPOUNDS,Vanadium dichloride,Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
1314-34-7,N770,VANADIUM COMPOUNDS,Vanadium trioxide,Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
7632-51-1,N770,VANADIUM COMPOUNDS,"Vanadium chloride (VCl4), (T-4)-",Inorganic,https://cfpub.epa.gov/ncea/pprtv/documents/Vanadium.pdf
1314-13-2,N982,ZINC COMPOUNDS,Zinc oxide,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0426tr.pdf
7646-85-7,N982,ZINC COMPOUNDS,Zinc chloride,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0426tr.pdf
7733-02-0,N982,ZINC COMPOUNDS,Zinc sulfate,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0426tr.pdf
1314-98-3,N982,ZINC COMPOUNDS,Zinc sulfide,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0426tr.pdf
98-50-0,N020,ARSENIC COMPOUNDS,(4-Aminophenyl)arsonic acid,Organic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
1303-28-2,N020,ARSENIC COMPOUNDS,Arsenic(V) pentoxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
1303-33-9,N020,ARSENIC COMPOUNDS,Arsenic(III) sulfide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
7784-34-1,N020,ARSENIC COMPOUNDS,Arsenic chloride,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
1327-53-3,N020,ARSENIC COMPOUNDS,Arsenic oxide (As2O3),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
7784-42-1,N020,ARSENIC COMPOUNDS,Arsine,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
75-60-5,N020,ARSENIC COMPOUNDS,Dimethylarsinic acid,Organic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
7784-40-9,N020,ARSENIC COMPOUNDS,Lead arsenate (1:1),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
144-21-8,N020,ARSENIC COMPOUNDS,Disodium methanearsonate,Organic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
2163-80-6,N020,ARSENIC COMPOUNDS,Monosodium methanearsonate,Organic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
7784-41-0,N020,ARSENIC COMPOUNDS,Potassium arsenate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
13464-35-2,N020,ARSENIC COMPOUNDS,Potassium arsenite anhydrous,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
7631-89-2,N020,ARSENIC COMPOUNDS,Sodium arsenate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
7784-46-5,N020,ARSENIC COMPOUNDS,Sodium arsenite,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
124-65-2,N020,ARSENIC COMPOUNDS,"Cacodylic acid, sodium salt",Organic,https://www.ncbi.nlm.nih.gov/books/NBK304380/
1309-64-4,N010,ANTIMONY COMPOUNDS,AntimonyTrioxide,Inorganic,https://www.epa.gov/sites/production/files/2015-09/documents/ato_ra_8-28-14_final.pdf
