TRI_CHEM_ID,EFFICIENCY RANGE CODE,METHOD NAME - 2005 AND AFTER,WASTE STREAM CODE,NUMBER
7440508,E4,Scrubber,W,1
7440508,E4,Settling or clarification,A,36
7440508,E4,Settling or clarification,L,10
7440508,E4,Settling or clarification,S,20
7440508,E4,Settling or clarification,W,109
7440508,E4,Sludge treatment and/or dewatering,L,1
7440508,E4,Sludge treatment and/or dewatering,S,32
7440508,E4,Sludge treatment and/or dewatering,W,28
7440508,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",S,1
7440508,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",W,1
7440508,E5,Absorber,A,2
7440508,E5,Adsorption,A,1
7440508,E5,Adsorption,S,1
7440508,E5,Adsorption,W,8
7440508,E5,Biological treatment with or without precipitation,S,1
7440508,E5,Biological treatment with or without precipitation,W,6
7440508,E5,Chemical reduction with or without precipitation,L,2
7440508,E5,Chemical reduction with or without precipitation,S,3
7440508,E5,Chemical reduction with or without precipitation,W,138
7440508,E5,Chemical reduction with or without precipitation,X,1
7440508,E5,Condenser,A,2
7440508,E5,Cyanide destruction with or without precipitation,W,1
7440508,E5,Electrostatic Precipitator,A,14
7440508,E5,Electrostatic Precipitator,L,1
7440508,E5,Electrostatic Precipitator,S,1
7440508,E5,Evaporation,L,1
7440508,E5,Evaporation,S,7
7440508,E5,Evaporation,W,11
7440508,E5,Flare,A,1
7440508,E5,Flare,W,1
7440508,E5,Incineration - thermal destruction other than use as a fuel,A,5
7440508,E5,Incineration - thermal destruction other than use as a fuel,L,2
7440508,E5,Incineration - thermal destruction other than use as a fuel,S,3
7440508,E5,Incineration - thermal destruction other than use as a fuel,W,4
7440508,E5,Macro-encapsulation prior to disposal,S,2
7440508,E5,Mechanical Separation,A,217
7440508,E5,Mechanical Separation,S,5
7440508,E5,Mechanical Separation,W,1
7440508,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",A,1
7440508,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",L,2
7440508,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,4
7440508,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,16
7440508,E5,Neutralization,A,1
7440508,E5,Neutralization,L,2
7440508,E5,Neutralization,S,1
7440508,E5,Neutralization,W,24
7440508,E5,Neutralization,X,1
7440508,E5,Other Air Emission Treatment,A,67
7440508,E5,Other Air Emission Treatment,W,1
7440508,E5,Other chemical precipitation with or without pretreatment,L,2
7440508,E5,Other chemical precipitation with or without pretreatment,S,2
7440508,E5,Other chemical precipitation with or without pretreatment,W,52
7440508,E5,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,3
7440508,E5,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,1
7440508,E5,Other treatment,A,2
7440508,E5,Other treatment,L,2
7440508,E5,Other treatment,S,9
7440508,E5,Other treatment,W,33
7440508,E5,Phase separation,L,3
7440508,E5,Phase separation,S,2
7440508,E5,Phase separation,W,27
7440508,E5,Scrubber,A,118
7440508,E5,Scrubber,S,3
7440508,E5,Settling or clarification,A,24
7440508,E5,Settling or clarification,L,8
7440508,E5,Settling or clarification,S,13
7440508,E5,Settling or clarification,W,118
7440508,E5,Sludge treatment and/or dewatering,A,1
7440508,E5,Sludge treatment and/or dewatering,L,1
7440508,E5,Sludge treatment and/or dewatering,S,23
7440508,E5,Sludge treatment and/or dewatering,W,17
7440508,E5,Stabilization or chemical fixation prior to disposal,L,1
7440508,E5,Stabilization or chemical fixation prior to disposal,S,2
7440508,E5,Wet air oxidation,W,1
7440508,E6,Absorber,A,2
7440508,E6,Absorption,L,1
7440508,E6,Absorption,S,1
7440508,E6,Adsorption,A,1
7440508,E6,Adsorption,S,2
7440508,E6,Adsorption,W,4
7440508,E6,Air or steam stripping,W,1
7440508,E6,Biological treatment with or without precipitation,S,4
7440508,E6,Biological treatment with or without precipitation,W,5
7440508,E6,Chemical oxidation,S,1
7440508,E6,Chemical oxidation,W,1
7440508,E6,Chemical reduction with or without precipitation,A,1
7440508,E6,Chemical reduction with or without precipitation,L,1
7440508,E6,Chemical reduction with or without precipitation,S,1
7440508,E6,Chemical reduction with or without precipitation,W,34
7440508,E6,Cyanide destruction with or without precipitation,W,1
7440508,E6,Electrostatic Precipitator,A,6
7440508,E6,Evaporation,L,4
7440508,E6,Evaporation,S,17
7440508,E6,Evaporation,W,21
7440508,E6,Flare,A,1
7440508,E6,Incineration - thermal destruction other than use as a fuel,A,7
7440508,E6,Incineration - thermal destruction other than use as a fuel,L,4
7440508,E6,Incineration - thermal destruction other than use as a fuel,S,20
7440508,E6,Incineration - thermal destruction other than use as a fuel,W,1
7440508,E6,Macro-encapsulation prior to disposal,S,5
7440508,E6,Macro-encapsulation prior to disposal,W,1
7440508,E6,Mechanical Separation,A,82
7440508,E6,Mechanical Separation,S,6
7440508,E6,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
7440508,E6,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,8
7440508,E6,Neutralization,L,3
7440508,E6,Neutralization,S,2
7440508,E6,Neutralization,W,38
7440508,E6,Other Air Emission Treatment,A,29
7440508,E6,Other chemical precipitation with or without pretreatment,A,1
7440508,E6,Other chemical precipitation with or without pretreatment,L,1
7440508,E6,Other chemical precipitation with or without pretreatment,W,13
7440508,E6,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
7440508,E6,Other treatment,A,1
7440508,E6,Other treatment,L,3
7440508,E6,Other treatment,S,20
7440508,E6,Other treatment,W,25
7440508,E6,Phase separation,L,3
7440508,E6,Phase separation,S,2
7440508,E6,Phase separation,W,21
7440508,E6,Scrubber,A,39
7440508,E6,Scrubber,S,1
7440508,E6,Settling or clarification,A,6
7440508,E6,Settling or clarification,L,7
7440508,E6,Settling or clarification,S,11
7440508,E6,Settling or clarification,W,72
7440508,E6,Sludge treatment and/or dewatering,L,1
7440508,E6,Sludge treatment and/or dewatering,S,88
7440508,E6,Sludge treatment and/or dewatering,W,9
7440508,E6,Stabilization or chemical fixation prior to disposal,L,2
7440508,E6,Stabilization or chemical fixation prior to disposal,S,16
7440508,E6,Stabilization or chemical fixation prior to disposal,W,1
7440622,E1,Adsorption,W,1
7440622,E1,Chemical reduction with or without precipitation,W,1
7440622,E1,Electrostatic Precipitator,A,2
7440622,E1,Incineration - thermal destruction other than use as a fuel,A,1
7440622,E1,Incineration - thermal destruction other than use as a fuel,L,1
7440622,E1,Incineration - thermal destruction other than use as a fuel,S,1
7440622,E1,Incineration - thermal destruction other than use as a fuel,W,1
7440622,E1,Neutralization,S,1
7440622,E1,Neutralization,W,1
7440622,E1,Scrubber,A,2
7440622,E1,Settling or clarification,W,2
7440622,E1,Sludge treatment and/or dewatering,S,1
7440622,E1,Sludge treatment and/or dewatering,W,1
7440622,E1,Stabilization or chemical fixation prior to disposal,S,1
7440622,E2,Incineration - thermal destruction other than use as a fuel,A,1
7440622,E2,Mechanical Separation,A,1
7440622,E2,Stabilization or chemical fixation prior to disposal,S,1
7440622,E3,Biological treatment with or without precipitation,W,1
7440622,E3,Electrostatic Precipitator,A,3
7440622,E3,Incineration - thermal destruction other than use as a fuel,S,1
7440622,E3,Mechanical Separation,A,11
7440622,E3,Other Air Emission Treatment,A,1
7440622,E3,Other treatment,S,1
7440622,E3,Scrubber,A,3
7440622,E3,Settling or clarification,L,1
7440622,E3,Stabilization or chemical fixation prior to disposal,L,1
7440622,E4,Chemical reduction with or without precipitation,W,1
7440622,E4,Electrostatic Precipitator,A,9
7440622,E4,Mechanical Separation,A,15
7440622,E4,Mechanical Separation,S,1
7440622,E4,Other Air Emission Treatment,A,4
7440622,E4,Scrubber,A,5
7440622,E4,Settling or clarification,S,1
7440622,E4,Settling or clarification,W,4
7440622,E5,Adsorption,A,1
7440622,E5,Condenser,A,1
7440622,E5,Electrostatic Precipitator,A,6
7440622,E5,Electrostatic Precipitator,S,1
7440622,E5,Macro-encapsulation prior to disposal,S,2
7440622,E5,Mechanical Separation,A,3
7440622,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
7440622,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,1
7440622,E5,Neutralization,S,1
7440622,E5,Other Air Emission Treatment,A,1
7440622,E5,Scrubber,A,2
7440622,E5,Settling or clarification,W,1
7440622,E5,Sludge treatment and/or dewatering,S,1
7440622,E5,Stabilization or chemical fixation prior to disposal,S,1
7440622,E6,Biological treatment with or without precipitation,S,2
7440622,E6,Chemical oxidation,S,1
7440622,E6,Electrostatic Precipitator,A,3
7440622,E6,Evaporation,W,1
7440622,E6,Incineration - thermal destruction other than use as a fuel,A,1
7440622,E6,Incineration - thermal destruction other than use as a fuel,L,4
7440622,E6,Incineration - thermal destruction other than use as a fuel,S,4
7440622,E6,Incineration - thermal destruction other than use as a fuel,W,1
7440622,E6,Macro-encapsulation prior to disposal,S,4
7440622,E6,Macro-encapsulation prior to disposal,W,1
7440622,E6,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
7440622,E6,Neutralization,S,1
7440622,E6,Other Air Emission Treatment,A,2
7440622,E6,Other treatment,S,3
7440622,E6,Other treatment,W,1
7440622,E6,Settling or clarification,W,3
7440622,E6,Sludge treatment and/or dewatering,S,4
7440622,E6,Stabilization or chemical fixation prior to disposal,L,1
7440622,E6,Stabilization or chemical fixation prior to disposal,S,8
7440622,E6,Stabilization or chemical fixation prior to disposal,W,1
7440666,E1,Biological treatment with or without precipitation,W,1
7440666,E1,Chemical reduction with or without precipitation,L,1
7440666,E1,Chemical reduction with or without precipitation,S,4
7440666,E1,Chemical reduction with or without precipitation,W,13
7440666,E1,Cyanide destruction with or without precipitation,W,2
7440666,E1,Incineration - thermal destruction other than use as a fuel,L,1
7440666,E1,Incineration - thermal destruction other than use as a fuel,S,5
7440666,E1,Incineration - thermal destruction other than use as a fuel,W,1
7440666,E1,Macro-encapsulation prior to disposal,S,1
7440666,E1,Mechanical Separation,A,14
7440666,E1,Mechanical Separation,S,1
7440666,E1,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,4
7440666,E1,Neutralization,S,2
7440666,E1,Neutralization,W,4
7440666,E1,Other Air Emission Treatment,A,1
7440666,E1,Other Air Emission Treatment,S,1
7440666,E1,Other Air Emission Treatment,W,1
7440666,E1,Other Air Emission Treatment,X,1
7440666,E1,Other chemical precipitation with or without pretreatment,S,1
7440666,E1,Other chemical precipitation with or without pretreatment,W,2
7440666,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
7440666,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,3
7440666,E1,Other treatment,A,1
7440666,E1,Other treatment,S,3
7440666,E1,Other treatment,W,2
7440666,E1,Phase separation,W,1
7440666,E1,Scrubber,A,8
7440666,E1,Settling or clarification,S,4
7440666,E1,Settling or clarification,W,6
7440666,E1,Sludge treatment and/or dewatering,S,6
7440666,E1,Stabilization or chemical fixation prior to disposal,S,2
7440666,E2,Incineration - thermal destruction other than use as a fuel,A,1
7440666,E2,Incineration - thermal destruction other than use as a fuel,S,1
7440666,E2,Mechanical Separation,A,4
7440666,E2,Stabilization or chemical fixation prior to disposal,S,1
7440666,E3,Adsorption,W,1
7440666,E3,Chemical reduction with or without precipitation,L,2
7440666,E3,Chemical reduction with or without precipitation,S,4
7440666,E3,Chemical reduction with or without precipitation,W,29
7440666,E3,Condenser,A,1
7440666,E3,Cyanide destruction with or without precipitation,W,1
7440666,E3,Electrostatic Precipitator,A,4
7440666,E3,Electrostatic Precipitator,S,1
7440666,E3,Evaporation,S,2
7440666,E3,Incineration - thermal destruction other than use as a fuel,A,1
7440666,E3,Incineration - thermal destruction other than use as a fuel,L,3
7440666,E3,Incineration - thermal destruction other than use as a fuel,S,2
7440666,E3,Macro-encapsulation prior to disposal,S,1
7440666,E3,Mechanical Separation,A,115
7440666,E3,Mechanical Separation,S,2
7440666,E3,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
7440666,E3,Neutralization,L,2
7440666,E3,Neutralization,W,5
7440666,E3,Other Air Emission Treatment,A,15
7440666,E3,Other chemical precipitation with or without pretreatment,W,2
7440666,E3,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
7440666,E3,Other treatment,S,2
7440666,E3,Other treatment,W,3
7440666,E3,Scrubber,A,15
7440666,E3,Scrubber,S,2
7440666,E3,Settling or clarification,A,7
7440666,E3,Settling or clarification,S,1
7440666,E3,Settling or clarification,W,17
7440666,E3,Sludge treatment and/or dewatering,S,2
7440666,E3,Sludge treatment and/or dewatering,W,3
7440666,E4,Adsorption,W,2
7440666,E4,Chemical reduction with or without precipitation,L,1
7440666,E4,Chemical reduction with or without precipitation,S,4
7440666,E4,Chemical reduction with or without precipitation,W,52
7440666,E4,Chemical reduction with or without precipitation,X,1
7440666,E4,Cyanide destruction with or without precipitation,W,2
7440666,E4,Electrostatic Precipitator,A,12
7440666,E4,Evaporation,S,4
7440666,E4,Evaporation,W,1
7440666,E4,Incineration - thermal destruction other than use as a fuel,A,2
7440666,E4,Incineration - thermal destruction other than use as a fuel,L,1
7440666,E4,Incineration - thermal destruction other than use as a fuel,S,3
7440666,E4,Mechanical Separation,A,133
7440666,E4,Mechanical Separation,S,6
7440666,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,2
7440666,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",X,1
7440666,E4,Neutralization,L,1
7440666,E4,Neutralization,S,1
7440666,E4,Neutralization,W,12
7440666,E4,Other Air Emission Treatment,A,27
7440666,E4,Other chemical precipitation with or without pretreatment,L,1
7440666,E4,Other chemical precipitation with or without pretreatment,S,1
7440666,E4,Other chemical precipitation with or without pretreatment,W,6
7440666,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
7440666,E4,Other treatment,A,1
7440666,E4,Other treatment,S,6
7440666,E4,Other treatment,W,4
7440666,E4,Other treatment,X,1
7440666,E4,Phase separation,L,1
7440666,E4,Scrubber,A,30
7440666,E4,Scrubber,S,2
7440666,E4,Settling or clarification,A,8
7440666,E4,Settling or clarification,L,3
7440666,E4,Settling or clarification,S,7
7440666,E4,Settling or clarification,W,34
7440666,E4,Sludge treatment and/or dewatering,S,5
7440666,E4,Sludge treatment and/or dewatering,W,10
7440666,E5,Absorber,A,1
7440666,E5,Adsorption,A,2
7440666,E5,Biological treatment with or without precipitation,W,3
7440666,E5,Chemical reduction with or without precipitation,A,1
7440666,E5,Chemical reduction with or without precipitation,L,1
7440666,E5,Chemical reduction with or without precipitation,S,4
7440666,E5,Chemical reduction with or without precipitation,W,34
